Date,Close,High,Low,Open,Volume
2023-08-18,63487.11719,63870.14655,63008.33048,63199.84516,11745006
2023-08-21,63774.38281,64253.16947,63487.11082,63774.38281,9720067
2023-08-22,63774.38281,64827.71346,63487.11082,64348.9268,10500242
2023-08-23,64253.16797,64253.16797,63582.86666,63870.13865,9549352
2023-08-24,65306.50391,65785.29059,65019.23189,65402.26124,15044463
2023-08-25,64253.16797,64540.43996,64061.65331,64253.16797,7032462
2023-08-28,63965.89844,64157.4131,63678.62644,63965.89844,5824628
2023-08-29,63965.89844,64348.92777,63774.38377,64061.65577,9114352
2023-08-30,64253.16797,64827.71194,64253.16797,64444.68263,9181223
2023-08-31,64061.64844,64348.9204,63582.86183,64253.16308,15964630
2023-09-01,67987.70313,67987.70313,63870.13801,63965.89533,29738235
2023-09-04,68179.22656,69807.10135,67700.43986,69807.10135,26286495
2023-09-05,67700.42188,68466.4804,67221.6353,67891.93651,12330239
2023-09-06,67030.13281,67796.19147,66742.86081,67700.43414,11414620
2023-09-07,67413.17188,67604.68657,66647.1131,67030.14249,13741241
2023-09-08,67317.41406,67317.41406,66647.11264,67221.65672,10688118
2023-09-11,67796.1875,67796.1875,67030.12888,67413.15819,11785462
2023-09-12,67508.92188,67987.70855,67413.16454,67796.19388,11688599
2023-09-13,67891.94531,68562.24661,67317.40135,68083.45997,15955797
2023-09-14,68658.00781,68753.76515,67796.19181,68179.22115,21041407
2023-09-15,68945.28906,69232.5611,68370.74499,68658.01702,17823512
2023-09-18,67221.65625,68658.01643,67221.65625,68274.98705,16040727
2023-09-19,66838.61719,67796.1905,66647.10253,67413.16117,11820188
2023-09-20,66647.10938,67317.41076,66551.35203,67030.13874,10873015
2023-09-21,65976.8125,66838.62863,65881.05515,66264.08454,10796336
2023-09-22,65881.05469,65976.81203,65402.26795,65402.26795,9897840
2023-09-25,66455.57813,66742.85008,65593.76227,65593.76227,13582516
2023-09-26,66033.02344,67380.63616,65840.50733,67380.63616,13143470
2023-09-27,65840.49219,66514.29839,65647.97613,66033.00825,14886491
2023-10-04,64974.18359,65166.69969,64204.1192,64877.92554,23361149
2023-10-05,64204.11719,64877.92351,64204.11719,64781.66547,16108313
2023-10-06,63530.30859,64781.66316,63530.30859,64589.14707,14386527
2023-10-10,63915.33984,65070.43635,63722.82376,63722.82376,19889202
2023-10-11,65647.99219,66803.08882,65359.21803,66033.0244,25209349
2023-10-12,66321.79688,67091.86128,65647.99052,66033.02272,19311380
2023-10-13,65455.46094,65936.75109,65166.68685,65455.46094,9724086
2023-10-16,64781.67188,65936.76855,64300.38159,65359.22021,12599299
2023-10-17,66803.07813,67284.36831,64877.91737,65166.69149,17299253
2023-10-18,67861.92188,67861.92188,66225.53511,66321.79315,16493184
2023-10-19,66899.33594,67380.62612,66803.0779,67091.85201,13985012
2023-10-20,66225.53906,66610.57127,65551.73271,66321.79711,15204495
2023-10-23,65840.49219,66514.29839,65647.97613,66129.26628,11625959
2023-10-24,65936.75781,66225.53193,65166.69349,66129.27389,12791710
2023-10-25,65455.46094,66225.52518,65359.20291,66225.52518,10610703
2023-10-26,64204.11719,65359.21375,64204.11719,64492.89133,15517624
2023-10-27,64781.67188,64781.67188,64204.12354,64589.15576,11334726
2023-10-30,64781.67188,65262.96216,64204.12354,64300.38159,10139270
2023-10-31,64396.62891,65744.24147,64396.62891,65070.43519,14488892
2023-11-01,66033.02344,66321.79759,64781.66877,64974.18487,13775256
2023-11-02,67091.85156,67380.62567,66803.07745,67380.62567,16350031
2023-11-03,66995.60156,67573.14985,66899.34351,67091.85961,10322234
2023-11-06,68246.95313,68246.95313,66706.82442,67188.11464,22228489
2023-11-07,68246.95313,68246.95313,67380.63073,67958.17899,17228731
2023-11-08,67284.375,68728.24571,67091.85891,68631.98766,12901310
2023-11-09,67669.40625,68150.69648,66995.59993,67284.37407,12301373
2023-11-10,67861.92188,67861.92188,66899.34142,67380.63165,9684347
2023-11-13,67765.67188,68631.99438,67669.41382,68631.99438,9246919
2023-11-14,68150.69531,68439.46945,67958.17922,68343.2114,9567984
2023-11-15,69498.30469,69498.30469,68824.49841,68920.75645,20148677
2023-11-16,70075.84375,70268.3598,69594.55361,69787.06967,15860451
2023-11-17,69787.08594,70268.37619,69594.56984,69594.56984,11494644
2023-11-20,69979.60156,70268.37571,69402.05327,69402.05327,10610157
2023-11-21,70075.84375,70653.39191,69979.58572,70364.61783,9712881
2023-11-22,70075.84375,70268.3598,69209.52151,69498.29559,11105143
2023-11-23,69690.82813,70460.89252,69498.31203,70268.37642,6775614
2023-11-24,69017.02344,69883.34591,69017.02344,69690.8298,6676685
2023-11-27,68631.96875,69402.03292,68439.45271,68824.48479,9113857
2023-11-28,69979.60156,69979.60156,68631.98888,68728.24693,13283081
2023-11-29,69979.60156,70075.85961,69498.31132,69690.82742,9283933
2023-11-30,70075.84375,70075.84375,69498.29559,69979.58572,15783714
2023-12-01,69305.78906,69787.07926,69017.01494,69690.82122,9871284
2023-12-04,69883.33594,70172.11005,69690.81986,70075.85201,10229267
2023-12-05,68535.72656,69690.82308,68535.72656,69594.56503,12129682
2023-12-06,69017.02344,69402.05565,68920.76539,69113.28149,8123087
2023-12-07,68824.49219,69209.52431,68439.46006,69113.26628,8862017
2023-12-08,69883.33594,70075.85201,69209.52967,69402.04575,10859463
2023-12-11,70268.36719,70268.36719,69498.30289,70075.85111,9861960
2023-12-12,70749.65625,70749.65625,70364.62411,70557.14018,13758646
2023-12-13,70075.84375,70749.64994,70075.84375,70557.13389,13116766
2023-12-14,70364.61719,71519.7135,69787.06903,71327.19745,27567593
2023-12-15,70557.15625,71230.96265,70460.89819,71038.44654,15419815
2023-12-18,70172.10938,70653.39956,70075.85134,70557.14153,9690551
2023-12-19,70653.41406,70653.41406,70075.86572,70268.38183,8907632
2023-12-20,72001.01563,72097.27367,71038.4352,71423.46737,16870156
2023-12-21,72193.53125,72193.53125,71519.72496,71808.49908,13478766
2023-12-22,73059.85938,73444.89157,72578.56913,72963.60133,14515608
2023-12-26,73733.66406,73829.92211,72867.34164,73252.37383,13164909
2023-12-27,75436.78906,75436.78906,73986.08158,74179.50924,20651042
2023-12-28,75920.375,75920.375,74953.23646,75146.66417,17797536
2024-01-02,76984.21875,77177.64644,75630.22495,75630.22495,17142847
2024-01-03,74469.66406,76210.51335,74469.66406,75920.3718,21753644
2024-01-04,74082.80469,74759.8016,73599.23547,73599.23547,15324439
2024-01-05,74082.80469,74566.37391,73889.377,74179.51853,11304316
2024-01-08,73986.08594,74953.22432,73889.3721,74469.65513,11088724
2024-01-09,72245.22656,75146.64128,71858.37127,74856.49981,26019249
2024-01-10,71181.38281,72728.80418,70794.52747,72535.37651,20259529
2024-01-11,70794.52344,71181.37876,70310.95429,70504.38195,57691266
2024-01-12,70697.8125,71664.95084,70407.671,70601.09867,13038939
2024-01-15,71471.52344,71568.23727,70794.5266,70794.5266,2957915
2024-01-16,70214.25,71278.10227,70117.53616,71084.67459,14760415
2024-01-17,68666.82031,70891.23844,68666.82031,70697.81077,22683660
2024-01-18,69343.82813,69633.96967,68376.68966,69247.11428,17853397
2024-01-19,72245.22656,72245.22656,70601.09155,71084.66067,23363427
2024-01-22,72632.09375,73502.51831,72535.37991,73405.80447,19673375
2024-01-23,72728.8125,73309.09558,71858.38788,73212.38173,14786224
2024-01-24,71568.24219,72728.80828,71084.67298,72728.80828,12860661
2024-01-25,71664.96094,72341.95787,71278.10555,71761.67478,11737747
2024-01-26,70987.96875,72051.82114,70891.2549,71278.11031,11160062
2024-01-29,71955.09375,72728.80444,71084.66923,71374.81074,13976521
2024-01-30,71858.375,72825.51329,71278.09203,72535.3718,12244418
2024-01-31,70310.96875,71568.2488,70117.54105,70987.9657,15703560
2024-02-01,71181.38281,71761.66582,70504.38597,70601.0998,19881033
2024-02-02,72728.8125,72728.8125,71278.1048,71568.24634,14955881
2024-02-05,71858.375,72341.94415,71084.66437,71761.66117,19026021
2024-02-06,71955.09375,72245.23526,70891.24156,71858.37991,14559254
2024-02-07,72535.38281,73018.95203,71858.38591,72148.52744,16566445
2024-02-08,71664.96094,72728.81326,71181.3917,72535.38556,20810708
2024-02-13,72728.8125,72728.8125,71955.10173,72341.95711,21966745
2024-02-14,71568.24219,71858.38371,71278.10067,71278.10067,12434945
2024-02-15,70794.52344,71955.0894,70601.09578,71761.66174,14120600
2024-02-16,70407.66406,70987.94701,70117.52259,70891.23318,13444781
2024-02-19,71374.8125,71471.52634,70407.67412,70407.67412,12726404
2024-02-20,70891.25781,71278.11324,70407.68852,71278.11324,14681477
2024-02-21,70601.10156,71278.09843,70504.38772,70987.95691,11503495
2024-02-22,70697.8125,71471.52317,70310.95716,71374.80934,15208934
2024-02-23,70504.38281,71761.66262,70504.38281,71181.37963,16225166
2024-02-26,70407.66406,70794.51936,69827.38112,69924.09494,14669352
2024-02-27,70504.38281,70987.95197,70310.95515,70697.81047,13201981
2024-02-28,70794.52344,71471.52025,70407.66812,70504.38195,11795859
2024-02-29,70987.96875,70987.96875,69633.9748,70214.25792,21176403
2024-03-04,72438.67188,72535.38572,71568.24725,71858.38879,23210474
2024-03-05,71278.10156,72341.95382,71278.10156,72148.52614,19505125
2024-03-06,70504.38281,71084.6658,70310.95515,70794.52431,21547905
2024-03-07,69827.39063,70891.24284,69827.39063,70697.81516,14516963
2024-03-08,70891.25781,70987.97167,70214.26081,70407.68852,19271349
2024-03-11,70020.82031,70697.81719,69924.10647,70504.38951,9740504
2024-03-12,70891.25781,71084.68553,69730.69152,70214.26081,13011654
2024-03-13,71664.96094,71664.96094,71084.67785,71278.10555,15243134
2024-03-14,71858.375,72051.80266,71181.3782,71955.08883,22545539
2024-03-15,69924.10938,71278.10319,69924.10938,70987.96166,22580555
2024-03-18,70407.66406,70601.09171,70117.52259,70214.23641,11520348
2024-03-19,70407.66406,70601.09171,69343.812,69924.09494,15376066
2024-03-20,74372.94531,74663.08684,70987.96081,71278.10233,50106297
2024-03-21,76694.07813,76694.07813,75146.65662,76597.36428,44569799
2024-03-22,76307.21875,77274.35714,75243.36652,76984.21562,26724761
2024-03-25,75630.21875,77177.64011,75243.36341,76984.21244,18703996
2024-03-26,77274.35156,77467.77923,76597.35474,77080.9239,30551494
2024-03-27,77177.64063,77371.0683,76597.35761,76597.35761,17424595
2024-03-28,78499.89063,78694.19728,76945.43735,77139.74401,25084812
2024-03-29,80054.34375,80151.49708,78597.0438,78888.50379,27126366
2024-04-01,79665.74219,80928.73566,79665.74219,80831.58232,20116513
2024-04-02,82580.33594,82580.33594,80540.11587,80540.11587,37077944
2024-04-03,81705.96094,82580.34102,81123.04088,81900.26762,30493347
2024-04-04,82871.79688,83066.10355,81900.2635,82774.64354,25248934
2024-04-05,82094.57813,82580.34486,81414.5047,82094.57813,18883752
2024-04-08,82094.57813,83551.87833,82094.57813,82774.65155,18953232
2024-04-09,81220.19531,82483.18878,80734.42859,82094.57541,23725956
2024-04-11,81705.96094,82288.88099,80151.50746,80831.58086,25538009
2024-04-12,81317.34375,82483.1838,80831.57706,82288.87713,17061770
2024-04-15,79860.05469,80831.5882,78888.52118,80540.12815,26663772
2024-04-16,77722.67969,78985.67323,77139.75959,78888.51988,31949845
2024-04-17,76653.98438,78499.89781,76653.98438,78402.74447,22611631
2024-04-18,77334.0625,77819.82922,76071.06902,76556.83574,21370190
2024-04-19,75390.99219,76459.67893,74127.99876,76071.06557,31317563
2024-04-22,73933.6875,75293.83418,72962.15416,75196.68085,30469477
2024-04-23,73350.78125,74613.77483,73350.78125,74225.16142,18717699
2024-04-24,76362.52344,76556.83011,75002.37671,75293.83672,22166150
2024-04-25,74128.00781,75293.84804,74128.00781,75099.54134,15549134
2024-04-26,74516.61719,75682.45735,74322.31049,75585.30401,12755629
2024-04-29,74516.61719,75390.99731,74030.85045,75196.69062,14664474
2024-04-30,75293.83594,76265.3693,74419.45591,74808.06925,19007007
2024-05-02,75779.60156,76362.52157,75099.52822,75390.98822,18900640
2024-05-03,75390.99219,76751.13895,75293.83885,76751.13895,13151889
2024-05-07,78985.67188,78985.67188,77139.75826,77334.06496,26238868
2024-05-08,78985.67188,79082.82522,78208.44509,78499.90514,13089576
2024-05-09,77431.21875,79179.97902,77431.21875,78791.36563,18759935
2024-05-10,76945.44531,78791.35877,76653.98529,78111.28539,16976124
2024-05-13,76168.22656,77625.52682,75390.99976,77139.76006,18652344
2024-05-14,76071.0625,76556.82918,75682.44915,76362.52251,11763992
2024-05-16,75973.91406,78014.13426,75876.76072,77916.98092,20989778
2024-05-17,75196.67969,76556.82635,75002.37302,76362.51968,15918201
2024-05-20,76653.98438,76848.29105,75682.45099,75876.75766,19456783
2024-05-21,76168.22656,76751.14666,75973.91986,76265.37991,13690583
2024-05-22,75488.14844,76459.68188,75099.53506,75876.76181,19521506
2024-05-23,76071.0625,76848.28919,74905.22246,75488.14248,18728087
2024-05-24,73739.39063,74808.07745,73545.08393,74613.77075,27891278
2024-05-27,75002.375,75973.90835,71893.46826,73156.46163,43825202
2024-05-28,75390.99219,75779.60555,74030.84542,74322.30544,18539072
2024-05-29,73059.32031,75973.92086,73059.32031,75488.1541,30244875
2024-05-30,71407.70313,73059.30986,71407.70313,72670.69651,28551273
2024-05-31,71407.70313,72573.54318,71407.70313,72379.2365,26198776
2024-06-03,73545.07031,74225.14362,72087.77037,72282.07703,15706268
2024-06-04,73156.46875,73933.69551,72767.85537,72767.85537,14098053
2024-06-05,75196.67969,75779.59969,74613.75969,75779.59969,23177968
2024-06-07,75099.52344,76362.51672,74905.21678,76168.21006,21189349
2024-06-10,73545.07031,74419.45028,73447.91698,73933.68363,14598755
2024-06-11,73059.32031,73836.54712,72962.16696,73739.39377,16971175
2024-06-12,74322.30469,74905.22472,73059.31127,73156.46461,19246725
2024-06-13,76362.52344,76751.13679,75585.29674,76168.21676,33763804
2024-06-14,77334.0625,78208.4426,76751.14243,77431.21584,22926612
2024-06-17,75876.76563,77236.91251,75779.61228,76945.45246,16123051
2024-06-18,77528.36719,77916.98056,76362.52708,76459.68042,18207598
2024-06-19,78888.51563,80151.5091,78208.44221,78791.36228,24168863
2024-06-20,79277.125,79860.04504,78888.51164,79179.97166,20288913
2024-06-21,77722.67969,78499.90648,77722.67969,78402.75313,17907523
2024-06-24,78305.59375,78597.05378,77236.90699,77431.21367,15454227
2024-06-25,78499.89063,79471.42392,77819.81732,78305.58397,19088458
2024-06-26,78985.67188,79082.82522,77625.525,77819.8317,17783242
2024-06-27,79630.71875,79630.71875,78557.26543,79337.95875,11739720
2024-06-28,79533.13281,79923.47948,78850.02615,79923.47948,9455929
2024-07-01,79825.89063,80118.65062,79337.95731,79533.13063,11317202
2024-07-02,79825.89063,80606.58393,79533.13063,80508.99727,14471904
2024-07-03,79825.89063,80313.82394,79045.19732,80313.82394,11440328
2024-07-04,82558.32031,82655.90698,80411.41364,80899.34697,43857229
2024-07-05,84997.99219,84997.99219,83143.8454,83534.19209,45791193
2024-07-08,85290.75,86461.79005,84802.81665,85778.68335,24035809
2024-07-09,85681.08594,86071.43257,84802.80601,85681.08594,21336201
2024-07-10,85681.08594,85876.25925,84997.97933,85485.91262,17813847
2024-07-11,85485.91406,86656.95398,84607.63412,86364.194,24677608
2024-07-12,82363.14063,84022.11384,82070.38065,83826.94052,26344386
2024-07-15,84607.64063,85193.16063,82070.38727,82655.90728,25193080
2024-07-16,85583.5,85876.25998,84607.63341,84802.80673,16166688
2024-07-17,84607.64063,85876.2673,84314.88062,84997.98729,18186490
2024-07-18,84802.80469,84802.80469,81777.61833,81777.61833,24721790
2024-07-19,82363.14063,84022.11384,82070.38065,83534.18054,18569122
2024-07-22,80996.92969,82851.07627,80606.58304,82363.14296,18987560
2024-07-23,81875.20313,82655.89636,81387.26985,82167.96309,15766389
2024-07-24,80021.07031,81289.69704,79923.48364,80899.35035,16939083
2024-07-25,78459.67969,79045.19969,78166.91969,78459.67969,20323811
2024-07-26,78947.60938,79337.95602,78459.67607,78752.43605,14508334
2024-07-29,79240.36719,80021.06046,79142.78053,79630.71382,12797136
2024-07-30,79045.20313,79045.20313,78069.33642,78459.6831,13169636
2024-07-31,81875.20313,81875.20313,78947.60349,79240.36345,20744323
2024-08-01,81094.51563,84022.11547,81094.51563,83924.52881,20900338
2024-08-02,77678.98438,79435.54432,77581.39771,79045.19767,25800275
2024-08-05,69676.875,75044.14128,68505.83508,74848.96796,54608790
2024-08-06,70750.32813,73482.75459,70555.15481,73092.40795,47295226
2024-08-07,72897.23438,74165.86094,71043.08785,71238.26117,32710428
2024-08-08,71628.61719,72116.55055,70750.33714,71433.44384,28414729
2024-08-09,72897.23438,73970.68763,72409.30108,73873.10097,16388222
2024-08-12,73677.92969,74068.27633,72994.82305,73385.1697,9839259
2024-08-13,74263.44531,74751.37859,73677.92538,74653.79194,10716261
2024-08-14,75336.90625,75922.42625,75141.73292,75532.07958,13246168
2024-08-16,78264.5,78264.5,76800.70012,77483.80673,22061478
2024-08-19,76410.35156,78166.91137,76117.59159,78166.91137,14146565
2024-08-20,76995.875,77874.15494,76800.70168,77581.39496,10683836
2024-08-21,76410.35156,76703.11153,75922.41828,76020.00494,7805598
2024-08-22,76410.35156,76995.8715,75922.41828,76800.69819,8149101
2024-08-23,75824.83594,76507.94257,75629.66261,75824.83594,9420306
2024-08-26,74263.44531,76312.76509,74165.85866,76215.17844,15655938
2024-08-27,73970.6875,74653.79411,73775.51418,73873.10084,11130145
2024-08-28,74556.21094,74556.21094,73580.3443,73970.69096,9794514
2024-08-29,72214.13281,72897.23947,71726.19948,71823.78615,16884479
2024-08-30,72506.89063,73189.99727,72311.7173,72604.47729,16358520
2024-09-02,72604.47656,72897.23655,71726.1966,72702.06322,12641376
2024-09-03,70750.32813,72506.888,70750.32813,72311.71468,16314599
2024-09-04,68310.65625,69384.10942,68115.48295,68115.48295,27366563
2024-09-05,67334.79688,69481.70344,67334.79688,68408.25016,25686769
2024-09-06,67237.21094,68017.90424,66358.93097,67432.38426,19022299
2024-09-09,65870.99219,66554.09877,64992.71229,65285.47226,23263298
2024-09-10,64602.36719,65675.82042,64407.19387,65383.06045,30651376
2024-09-11,63333.74609,63919.26609,62650.63943,63528.91943,35809707
2024-09-12,64699.96094,64992.72094,63626.50759,64407.20093,35884106
2024-09-13,62845.81641,63919.26979,62748.22973,63431.33643,25045135
2024-09-19,61577.17969,62845.80621,60698.89979,62455.45959,49402713
2024-09-20,61479.60156,63138.57494,61479.60156,62260.29492,32746056
2024-09-23,61089.25,61967.52995,60698.90335,60796.49002,28542376
2024-09-24,61674.76953,61869.94285,60894.07625,61284.42289,26957500
2024-09-25,60698.90625,62650.63957,60698.90625,62260.29291,28652438
2024-09-26,63138.57031,63333.74364,62162.70369,62357.87702,37566015
2024-09-27,63002.16406,64179.77461,63002.16406,63492.83512,28433030
2024-09-30,60352.53906,63100.29694,60352.53906,63002.16273,32694163
2024-10-02,60156.27344,60745.07872,58782.39444,59371.19972,28473536
2024-10-04,59469.33203,60548.80836,59371.19782,59861.86888,24247578
2024-10-07,59861.86719,60745.07506,58389.85406,59076.79352,35066533
2024-10-08,59174.92969,59861.86917,58782.39284,58880.52705,27411786
2024-10-10,57801.05078,59076.79554,57801.05078,58978.66132,45262214
2024-10-11,58193.58984,58978.66357,57899.1872,57997.32141,29623969
2024-10-14,58193.58984,60058.13994,58291.72406,58389.85827,20886249
2024-10-15,59861.86719,60254.40402,58978.65931,59960.0014,22715239
2024-10-16,58389.85547,58880.52652,58095.45284,58291.72126,23303268
2024-10-17,58586.125,58978.66185,57997.31972,58291.72236,23372873
2024-10-18,58095.45313,58978.66103,57997.31891,58782.3926,14420260
2024-10-21,57899.1875,58487.9928,57408.51642,57899.1875,18514905
2024-10-22,56623.44141,57801.05197,56623.44141,57702.91776,27582527
2024-10-23,57997.31641,58880.52427,56034.63226,56427.16909,27300780
2024-10-24,55543.96484,57408.5149,55543.96484,57114.11226,31499922
2024-10-25,54857.02344,55838.36554,54758.88923,54955.15765,25829315
2024-10-28,57015.97656,57408.51341,54660.7555,54660.7555,27775009
2024-10-29,58487.98828,58487.98828,56230.90149,56917.84094,28369314
2024-10-30,57997.31641,58684.25586,57506.64537,57997.31641,19838511
2024-10-31,58095.45313,60058.13735,57212.24522,57408.51365,35809196
2024-11-01,57212.24219,58487.98687,57015.97378,57899.18163,19083180
2024-11-04,57604.78125,58291.72072,57310.37862,57506.64704,15586947
2024-11-05,56525.30469,57015.97574,56132.76785,56721.57311,17484474
2024-11-06,56230.90234,56917.84181,55249.56024,56525.30497,22092218
2024-11-07,56230.90234,57015.97602,55740.23129,55838.3655,17043102
2024-11-08,55936.5,57212.24474,55936.5,56917.84211,13877396
2024-11-11,53973.82031,55740.23625,53973.82031,55642.10203,29811326
2024-11-12,52011.13281,53581.28022,52011.13281,53581.28022,37962881
2024-11-13,49655.91016,52011.13119,49557.77595,51029.78909,52527995
2024-11-14,48968.97266,50833.52272,48968.97266,49263.3753,48510715
2024-11-15,52501.80469,53188.74419,49361.50983,49361.50983,46774485
2024-11-18,55642.09766,56427.17134,54857.02397,55936.50029,48095234
2024-11-19,55249.5625,56427.17307,54857.02564,55445.83093,31539632
2024-11-20,54268.21875,55445.82928,53777.54769,55053.29244,20864667
2024-11-21,55347.69141,55838.36243,53679.40993,53875.67834,19096850
2024-11-22,54955.15625,55642.0957,54857.02204,54955.15625,15281543
2024-11-25,56819.70703,56819.70703,55642.09652,56329.03599,36237325
2024-11-26,57212.24219,57801.04742,56427.16854,56819.70536,23209405
2024-11-27,55249.5625,56721.57571,54955.15986,56623.4415,21808387
2024-11-28,54464.48828,55347.6962,54170.08564,54955.15935,20001134
2024-11-29,53188.74609,54268.22249,52796.20922,54071.95405,24513531
2024-12-02,52599.94141,53385.01516,52109.27031,53286.88094,22044867
2024-12-03,52599.94141,53385.01516,52109.27031,52109.27031,23374603
2024-12-04,52109.26953,52403.67218,51029.79314,51029.79314,29004766
2024-12-05,52698.07031,53385.00978,52207.39927,52207.39927,23588277
2024-12-06,53090.60938,53385.01201,51716.73039,52894.34095,22861874
2024-12-09,52403.67188,53581.28248,52207.40344,52501.80609,26227680
2024-12-10,52992.47656,53483.14764,52698.07391,53483.14764,20783970
2024-12-11,52992.47656,53188.74499,52403.67127,52599.9397,14565947
2024-12-12,54857.02344,55445.8287,52894.33924,52992.47345,33476698
2024-12-13,55053.29297,55249.56139,54464.4877,54758.89033,15908823
2024-12-16,54562.61719,55543.95922,54170.08037,55249.55661,15277277
2024-12-17,53188.74609,54170.08827,52992.47766,53679.41718,20215230
2024-12-18,53875.68359,54366.35466,52992.47567,53090.60988,13698937
2024-12-19,52109.26953,52796.20905,52109.26953,52501.8064,22481925
2024-12-20,52011.13281,52109.26703,50931.65647,51716.73017,24674774
2024-12-23,52501.80469,52992.47576,52305.53626,52403.67047,13672650
2024-12-24,53385.01172,53483.14593,52599.93802,52698.07223,11634677
2024-12-26,52599.94141,53581.2836,52501.80719,53483.14938,10517075
2024-12-27,53057.39844,53452.61183,52563.38169,52859.79174,10747196
2024-12-30,52563.37891,53353.80566,52464.57556,52662.18225,12624702
2025-01-02,52760.98828,52958.59498,51674.15144,52069.36484,16630538
2025-01-03,53749.02344,54440.6469,52168.16981,52168.16981,19318046
2025-01-06,55231.07422,55527.48428,53650.22057,53749.02393,19034284
2025-01-07,54737.05469,56614.3183,54737.05469,56120.30156,17030235
2025-01-08,56614.32031,56811.92702,54045.43318,54144.23653,26593553
2025-01-09,55428.67578,57009.52928,55428.67578,56910.72594,24490592
2025-01-10,54638.25,55823.89014,54539.44665,55428.67676,16059223
2025-01-13,53452.61328,54341.84345,53452.61328,53946.63004,16868600
2025-01-14,53255.00391,53946.62733,53057.39721,53551.41395,17465926
2025-01-15,53057.39844,54045.43193,52859.79174,53452.61183,18625025
2025-01-16,53650.21875,54341.8422,53452.61205,53551.4154,18627298
2025-01-17,53057.39844,53452.61183,52563.38169,53156.20179,18805344
2025-01-20,52760.98828,53255.00503,52662.18493,52958.59498,11822531
2025-01-21,52859.78906,53650.21581,52662.18237,53057.39575,13535702
2025-01-22,53650.21875,53749.0221,52464.57856,52760.9886,18341991
2025-01-23,53057.39844,53452.61183,52859.79174,53057.39844,15588067
2025-01-24,53057.39844,53156.20179,52563.38169,52958.59509,11867631
2025-01-31,51772.95313,52365.7732,51081.32971,51575.34643,42186279
2025-02-03,50389.70703,50784.92042,50192.10034,50488.51038,32344897
2025-02-04,52069.36719,52958.59737,50883.72695,50982.5303,27214851
2025-02-05,52266.97266,53156.20281,52168.16931,52958.59611,15974885
2025-02-06,53353.80859,53353.80859,52563.3818,52760.9885,16466025
2025-02-07,53057.39844,53551.41518,52958.59509,53255.00514,14476866
2025-02-10,54934.66406,55231.07412,52266.97354,52365.77689,27577591
2025-02-11,55033.46484,55626.28493,54341.84141,54835.85815,24596196
2025-02-12,55132.26953,55231.07288,53847.82598,54440.64608,26428596
2025-02-13,55132.26953,55725.08963,54934.66283,55428.67958,22448377
2025-02-14,55329.875,56614.31853,55329.875,55329.875,23979779
2025-02-17,55329.875,55823.89174,55033.46496,55428.67835,11916027
2025-02-18,56219.10547,56515.51552,55231.07198,55527.48203,22131007
2025-02-19,57997.56641,58195.17311,56614.31951,56713.12286,25395151
2025-02-20,57701.15625,58392.7797,57404.7462,58392.7797,21589059
2025-02-21,57503.54688,57799.95691,56416.71008,57701.15357,22198428
2025-02-24,56614.32031,57009.53372,56515.51696,56614.32031,14138471
2025-02-25,56515.51563,57108.33572,55823.89218,55922.69553,14625181
2025-02-26,55922.69531,56416.71206,55428.67857,56317.90871,18117091
2025-02-27,55626.28516,56416.71194,55527.48181,55823.89185,14975356
2025-02-28,53847.82813,55033.46838,53847.82813,54737.05831,28036698
2025-03-04,53847.82813,54341.8449,53156.20464,53255.008,18553933
2025-03-05,53353.80859,54737.05548,53353.80859,54440.64544,16578817
2025-03-06,53650.21875,53847.82545,53353.8087,53452.61205,12258101
2025-03-07,53057.39844,53551.41518,52760.98839,52859.79174,14274992
2025-03-10,53057.39844,54144.23528,52859.79174,52859.79174,12921670
2025-03-11,52958.59375,53452.61048,51871.75694,51871.75694,17740891
2025-03-12,54243.03516,54638.24853,52958.5917,53156.19839,17973221
2025-03-13,54045.42969,55231.06983,53551.41296,55132.26648,24132151
2025-03-14,54045.42969,54440.64307,53749.01965,53847.823,10845154
2025-03-17,56910.72656,57108.33325,54737.05298,54835.85632,35559021
2025-03-18,56910.72656,58293.97339,56614.31653,58096.3667,28138594
2025-03-19,57799.96094,58491.5844,56713.12407,56713.12407,29421759
2025-03-20,59479.61719,59578.42054,57799.96022,58491.58368,34989004
2025-03-21,60961.66797,60961.66797,59677.2244,60171.24116,40155612
2025-03-24,59776.02734,60862.8642,59776.02734,60467.6508,14088094
2025-03-25,59084.40234,60368.84587,58787.9923,60171.23918,17259455
2025-03-26,60665.25391,60665.25391,58985.59704,59084.40038,16431645
2025-03-27,61060.46875,61258.07544,60072.43528,60171.23862,20389790
2025-03-28,59833,60727.51329,59634.21927,60329.95183,16282514
2025-03-31,57447.62891,59336.04577,57447.62891,59137.26505,17633494
2025-04-01,58441.53516,59236.65808,57547.02186,58342.14479,13841706
2025-04-02,58441.53516,59037.87735,57944.58333,58441.53516,14402297
2025-04-03,57248.84766,57447.62838,56553.11513,56553.11513,19508076
2025-04-04,55757.99219,57845.18976,55360.43075,55857.38255,23527139
2025-04-07,52875.67188,53770.18512,52776.28151,52975.06224,31998883
2025-04-08,53173.84375,54962.87027,52975.06303,54664.69918,25532845
2025-04-09,52676.89453,53968.9693,52577.50416,52975.06563,20576960
2025-04-10,56056.16406,56354.33515,54664.699,56254.94479,22948172
2025-04-11,54863.48047,55360.43228,54465.91902,55261.04192,13930480
